id_cliente,nome,cpf,email,telefone,cidade,uf,canal_origem,data_cadastro,limite_credito,total_comprado,ativo,obs_sistema
1595,ANA COSTA,59866202611,,54933644447,STO ANGELO,RS,loja,2024-02-24,2279.68,16308.65,Sim,
1056,Paulo Santos,,,11920420785,Sta. Maria,RS,Indicacao,2023-01-15,,36804.65,Sim,
1228,Karina Rodrigues,,karina.rodrigues@hotmail.com,,Ijui,RS,Indicacao,2021-07-06,7369.74,,Nao,
1071,RENATA COSTA,13426456724,,(55) 96073-6512,Sta. Maria,RS,Telefone,2025-07-20,1079.98,17827.89,Sim,
1433,HEITOR PEREIRA,45095835699,heitor.pereira@gmail.com,55 946001176 ramal 22,Ijui,RS,loja,2022-08-09,2209.79,11680.75,Sim,
1235,Paulo Oliveira,73892172441,paulo.oliveira@empresa.com.br,11980560481,Passo Fundo,RS,Site,2025-08-25,12168.5,54445.75,Sim,
1090,Carla Santos,86023828818,,(51) 95331-4204,porto alegre,RS,Indicacao,2023-03-09,11948.02,24048.71,Sim,
1166,Gabriela Rodrigues,24829285488,gabriela.rodrigues@empresa.com.br,,Sta. Maria,RS,Indicacao,2025-07-16,12864.87,49484.88,Sim,
1294,Isabel Barbosa,70306748880,isabel.barbosa@empresa.com.br,54921948674,Ijui,RS,loja,2023-03-06,2042.01,25326.5,Nao,
1170,Fabio Costa,76631262825,,(54) 91293-2798,Poa,RS,loja,2021-07-05,13984.29,3447.79,Nao,
1054,Isabel Pereira,04870125034,,(51) 97554-6157,P. Alegre,RS,loja,2022-10-26,13436.46,82132.82,Sim,
1410,Fabio Almeida,01505366230,fabio.almeida@outlook.com,54 946841595 ramal 22,STO ANGELO,RS,loja,2025-11-02,7966.66,69553.72,Sim,
1313,Gabriela Ferreira,87377207518,gabriela.ferreira@gmail.com,95783-5506,Passo Fundo,RS,Indicacao,2022-06-13,14017.13,47989.74,Sim,
1351,Lucas Pereira,32947307323,lucas.pereira@hotmail.com,(11) 94616-4306,Passo Fundo,RS,Site,2024-06-17,6383.03,53879.18,Nao,
1066,Karina Rodrigues,84838362099,karina.rodrigues@gmail.com,(51) 90480-4619,Ijui,RS,loja,2022-05-19,8522.12,58213.02,Sim,
1280,Elisa Rocha,,,,porto alegre,RS,loja,2025-01-07,11712.51,43777.43,Nao,
1319,Isabel Oliveira,24396935125,isabel.oliveira@outlook.com,(54) 90131-4683,porto alegre,RS,Indicacao,2024-09-01,7596.54,81712.35,Sim,
1534,KARINA MARTINS,24578691083,,11995157916,Santo Angelo,RS,Whatsapp,2023-11-03,,79691.39,Sim,
90018,Renata Souza,69517996890,renata.souza@empresa.com.br,(54) 95379-0741,STO ANGELO,RS,Site,2024-06-20,7552.79,26768.14,Sim,
1120,Vinicius Pereira,06805385503,vinicius.pereira@gmail.com,51 905655181 ramal 22,,RS,Indicacao,2021-05-31,10120.58,82556.42,Nao,
1330,Carla Rodrigues,26380011914,carla.rodrigues@gmail.com,(55) 97161-3698,Passo Fundo,RS,Telefone,2021-06-29,13800.81,38625.69,Sim,
1087,Ana Martins,88382495222,ana.martins@outlook.com,,Santa Maria,RS,Telefone,2025-03-26,1448.86,36166.84,Sim,
1214,ANA SILVA,,ana.silva@hotmail.com,54 917915657 ramal 22,Santo Angelo,RS,loja,2021-03-04,12047.33,9138.29,Nao,
1188,Renata Rocha,30765618162,renata.rocha@hotmail.com,11 974979922 ramal 22,Santa Maria,RS,loja,2023-01-20,8275.62,78863.66,Sim,
1582,GABRIELA SANTOS,84737658146,,93097-9539,Passo Fundo,RS,Site,2023-04-16,5199.68,68661.57,Nao,
1173,Nelson Silva,23724632604,nelson.silva@empresa.com.br,(54) 95120-1404,Poa,RS,loja,2024-06-19,9814.65,26910.42,Nao,
90016,Lucas Pereira,09303258524,lucas.pereira@gmail.com,93215-3570,Santo Angelo,RS,Whatsapp,2023-06-30,5536.78,48482.74,Sim,
1500,Fabio Souza,,fabio.souza@hotmail.com,,Sta. Maria,RS,Site,2024-09-10,13881.36,86990.0,Sim,
1542,Carla Martins,34721275630,,,Ijui,RS,Whatsapp,2025-01-11,13867.23,52391.31,Nao,
1458,Joao Souza,76614460016,joao.souza@hotmail.com,55963436768,Passo Fundo,RS,Indicacao,2025-03-15,515.39,66665.42,Sim,
1118,BRUNO BARBOSA,76083028731,bruno.barbosa@hotmail.com,99188-5113,Santo Angelo,RS,Whatsapp,2022-06-21,4983.54,44472.23,Nao,
1119,Gabriela Silva,,gabriela.silva@gmail.com,,porto alegre,RS,Whatsapp,2025-07-01,6043.24,14664.14,Nao,
1340,BRUNO ROCHA,90036703129,bruno.rocha@empresa.com.br,,Santo Angelo,RS,Whatsapp,2024-11-20,2020.63,63479.05,Nao,
1445,Diego Ferreira,00929986658,,(51) 91759-4946,Ijui,RS,Telefone,2023-06-05,6195.6,72457.44,Sim,
1256,Ana Rodrigues,,ana.rodrigues@outlook.com,92468-1527,P. Alegre,RS,Whatsapp,2021-07-10,11532.35,35189.02,Nao,
1138,Bruno Rocha,44856642385,bruno.rocha@gmail.com,95280-8757,,RS,Whatsapp,2021-09-08,1955.76,2339.0,Nao,
1145,Paulo Santos,99940561580,paulo.santos@outlook.com,(11) 92601-3302,Passo Fundo,RS,loja,2024-06-28,2268.99,81625.71,Sim,
1148,Nelson Rocha,65799256343,,,Sta. Maria,RS,Whatsapp,2022-09-21,11475.76,68494.62,Sim,
1284,Renata Oliveira,,renata.oliveira@outlook.com,55 912904561 ramal 22,Sta. Maria,RS,Whatsapp,2024-03-08,2190.16,81917.67,Sim,
1291,Marina Pereira,93657645884,marina.pereira@gmail.com,11 969677191 ramal 22,Ijui,RS,Site,2021-04-07,1429.42,73598.79,Nao,
1162,Vinicius Costa,26051552093,vinicius.costa@hotmail.com,54933799510,Poa,RS,Indicacao,2023-09-21,3941.84,89385.75,Sim,
1464,Elisa Rocha,20933928568,elisa.rocha@hotmail.com,97063-1694,porto alegre,RS,loja,2022-09-13,4146.76,32981.49,Nao,
1114,GABRIELA COSTA,09015360848,gabriela.costa@hotmail.com,95410-2560,Sta. Maria,RS,Whatsapp,2022-10-11,2731.2,42413.6,Nao,
1158,Elisa Barbosa,90115303945,elisa.barbosa@outlook.com,92772-0218,porto alegre,RS,Telefone,2022-01-03,10894.23,34252.96,Sim,
1150,Elisa Barbosa,56348077011,elisa.barbosa@gmail.com,91459-2212,Passo Fundo,RS,loja,2025-08-14,13983.72,70727.46,Sim,
1261,Ana Barbosa,46118918583,,11925826601,Passo Fundo,RS,loja,2022-12-04,3207.77,51683.54,Nao,
1367,Paulo Rocha,91688337821,paulo.rocha@outlook.com,(54) 98821-0323,Passo Fundo,RS,loja,2023-04-30,9768.92,1247.41,Nao,
1553,Isabel Barbosa,38323156492,isabel.barbosa@gmail.com,54944555926,Santo Angelo,RS,Whatsapp,2025-11-26,9452.34,61604.06,Sim,
1378,Paulo Oliveira,,paulo.oliveira@outlook.com,55 906735785 ramal 22,Santa Maria,RS,loja,2021-02-24,,48649.73,Nao,
1031,BRUNO BARBOSA,81086201913,bruno.barbosa@empresa.com.br,,Sta. Maria,RS,Site,2025-06-16,,23658.09,Nao,
1370,Tatiana Costa,93796198671,tatiana.costa@outlook.com,(11) 95207-9764,porto alegre,RS,loja,2021-03-27,,59698.04,Sim,
1221,KARINA OLIVEIRA,,karina.oliveira@empresa.com.br,90529-8399,Poa,RS,Telefone,2023-02-01,12644.66,81457.55,Nao,
1306,Nelson Pereira,21646330326,nelson.pereira@outlook.com,(51) 93897-6022,Ijui,RS,Whatsapp,2022-11-19,9146.19,41153.04,Sim,
1020,Bruno Almeida,01687731322,bruno.almeida@gmail.com,11918002390,Ijui,RS,Telefone,2022-08-17,9726.22,10091.94,Nao,
1113,Renata Costa,41916689630,renata.costa@outlook.com,(55) 91792-6797,Ijui,RS,Whatsapp,2023-10-27,11513.56,80767.2,Nao,
1386,NELSON RODRIGUES,,,(51) 99679-8750,Santo Angelo,RS,Site,2024-10-24,9745.71,83315.41,Sim,
1000,Karina Oliveira,18159083016,karina.oliveira@hotmail.com,(11) 90913-9099,Ijui,RS,Indicacao,2022-04-08,4699.33,10601.3,Sim,
1258,Fabio Oliveira,08133201421,fabio.oliveira@hotmail.com,55910845001,Santa Maria,RS,Whatsapp,2024-07-25,3567.22,63284.45,Sim,
90007,ISABEL OLIVEIRA,88476252710,isabel.oliveira@empresa.com.br,95922-6055,Ijui,RS,loja,2024-03-13,12852.17,3040.99,Nao,
1531,RENATA SANTOS,09136783485,renata.santos@outlook.com,11976718250,Poa,RS,Whatsapp,2024-03-11,6590.85,52928.54,Nao,
1419,Diego Silva,77014249375,,11920626193,Santo Angelo,RS,Whatsapp,2024-02-07,14216.87,58999.65,Nao,
1485,Vinicius Almeida,11328783102,vinicius.almeida@empresa.com.br,95721-7944,Passo Fundo,RS,Indicacao,2021-11-02,3842.17,74599.83,Sim,
1004,Marina Santos,03137215901,marina.santos@hotmail.com,55 990139624 ramal 22,Ijui,RS,loja,2022-05-12,7576.99,43235.56,Sim,
1472,Gabriela Oliveira,,gabriela.oliveira@empresa.com.br,97929-8705,Santo Angelo,RS,Site,2022-06-30,13762.55,88067.53,Sim,
1080,TATIANA SANTOS,50413588570,tatiana.santos@outlook.com,(55) 99103-4537,,RS,loja,2024-12-22,7576.69,23257.97,Sim,
1026,JOAO COSTA,54437323324,joao.costa@hotmail.com,(11) 94388-3170,Passo Fundo,RS,Whatsapp,2022-09-28,,10729.5,Nao,
1526,Joao Ferreira,,,,Santo Angelo,RS,Site,2024-04-18,5983.78,49271.91,Sim,
1216,Carla Santos,27706190863,carla.santos@hotmail.com,,Passo Fundo,RS,Whatsapp,2025-04-04,12758.93,59942.41,Nao,
1549,Heitor Silva,12335086649,heitor.silva@hotmail.com,(51) 95065-5899,Ijui,RS,Site,2022-04-16,9767.21,84748.44,Sim,
1510,Ana Rodrigues,47391831182,,11935985522,Ijui,RS,Whatsapp,2023-11-25,3698.69,35071.42,Sim,
1147,Ana Barbosa,25078907890,ana.barbosa@gmail.com,(55) 96820-8827,Sta. Maria,RS,Telefone,2024-12-27,12129.88,46335.25,Nao,
1014,Elisa Costa,08682889093,elisa.costa@gmail.com,55916780083,,RS,loja,2022-04-24,,59336.95,Nao,
1174,Fabio Martins,11874776163,fabio.martins@hotmail.com,(11) 96884-1907,Ijui,RS,Whatsapp,2022-05-08,9338.52,54296.44,Sim,
1086,ELISA RODRIGUES,65898299539,elisa.rodrigues@empresa.com.br,(55) 98784-5884,porto alegre,RS,loja,2023-11-30,11725.38,89057.26,Nao,
1165,DIEGO PEREIRA,25152605360,diego.pereira@hotmail.com,,Santo Angelo,RS,Whatsapp,2022-04-27,14428.65,60812.85,Nao,
1059,Gabriela Costa,83715120417,gabriela.costa@outlook.com,,,RS,loja,2021-03-23,6136.8,75575.04,Sim,
1545,Diego Ferreira,74163787736,diego.ferreira@gmail.com,,Passo Fundo,RS,Indicacao,2022-10-17,4821.39,26905.81,Sim,
1164,Joao Ferreira,,joao.ferreira@outlook.com,(54) 91887-1548,,RS,Whatsapp,2022-01-12,8609.29,68531.99,Nao,
1357,Carla Rocha,05928318358,carla.rocha@gmail.com,(54) 93421-9758,porto alegre,RS,loja,2023-12-28,12934.91,75805.5,Nao,
1041,Ana Almeida,84702496036,ana.almeida@empresa.com.br,(54) 92176-5416,,RS,Site,2022-01-11,7499.78,77268.37,Sim,
1482,LUCAS FERREIRA,95997092594,lucas.ferreira@outlook.com,(11) 97670-7772,Sta. Maria,RS,Indicacao,2025-09-14,11565.69,15533.39,Nao,
1079,Nelson Barbosa,,,(51) 92590-6305,Poa,RS,Whatsapp,2021-06-06,10757.68,79976.47,Nao,
1381,Renata Oliveira,56431896309,,98447-3269,Santo Angelo,RS,loja,2024-02-28,7562.64,52209.02,Sim,
1028,FABIO ALMEIDA,46049566053,fabio.almeida@empresa.com.br,51962611695,Passo Fundo,RS,loja,2023-08-15,2566.2,35704.72,Nao,
1307,Lucas Costa,66202533287,lucas.costa@gmail.com,(11) 96651-2434,Ijui,RS,Whatsapp,2025-01-02,11499.07,45020.61,Nao,
1328,Marina Costa,56208240213,,(55) 94485-5396,Santo Angelo,RS,Whatsapp,2025-10-06,3234.49,23806.57,Nao,
1453,Heitor Barbosa,63345736042,heitor.barbosa@empresa.com.br,,P. Alegre,RS,loja,2024-07-09,4463.0,79292.8,Nao,
1465,Nelson Pereira,18870232691,nelson.pereira@empresa.com.br,98818-5607,porto alegre,RS,Whatsapp,2025-03-16,,8047.68,Sim,
1084,Carla Souza,49575617524,carla.souza@gmail.com,(55) 93030-6739,Santo Angelo,RS,Site,2025-06-21,14465.53,7137.76,Nao,
1062,Sergio Costa,63857849774,sergio.costa@outlook.com,(11) 99605-2358,Ijui,RS,Site,2022-07-01,11695.86,6011.89,Nao,
1136,Carla Pereira,23266551378,carla.pereira@outlook.com,97329-4763,Santa Maria,RS,Whatsapp,2021-04-30,12294.42,22313.08,Nao,
1111,Renata Silva,96639422338,,,,RS,Site,2022-03-05,5716.25,79950.72,Sim,
1194,ELISA SOUZA,51826419774,elisa.souza@gmail.com,55982775234,Passo Fundo,RS,Site,2025-04-07,987.2,21437.84,Nao,
1416,CARLA PEREIRA,36861427334,carla.pereira@hotmail.com,(54) 92201-4553,Ijui,RS,Indicacao,2023-04-27,14173.69,19911.21,Sim,
1043,Lucas Martins,46836732213,,95674-8275,Passo Fundo,RS,Whatsapp,2025-04-22,14751.92,43341.21,Sim,
1411,Sergio Costa,,sergio.costa@gmail.com,(54) 93712-2891,Santa Maria,RS,Indicacao,2025-09-19,12347.64,63542.82,Nao,
1320,Joao Rodrigues,34311485827,joao.rodrigues@hotmail.com,92543-2369,Passo Fundo,RS,Site,2022-01-17,12592.09,20537.3,Sim,
1293,NELSON BARBOSA,05319567599,nelson.barbosa@outlook.com,55978715714,Sta. Maria,RS,Indicacao,2021-09-26,10828.53,37242.89,Sim,
1129,Renata Rodrigues,94962436584,renata.rodrigues@gmail.com,51997350775,Santa Maria,RS,Whatsapp,2023-06-23,3877.14,86211.46,Sim,
1567,Heitor Rocha,15892874561,heitor.rocha@empresa.com.br,(51) 97012-9216,Passo Fundo,RS,Indicacao,2023-12-14,3538.06,67760.57,Sim,
1218,MARINA SOUZA,90869928012,marina.souza@hotmail.com,,Poa,RS,Site,2022-01-26,6494.82,63238.01,Sim,
1096,Diego Santos,90171397035,diego.santos@gmail.com,11992602553,Santa Maria,RS,Indicacao,2021-03-01,4303.98,22952.15,Sim,
1124,Lucas Souza,77117871617,,11970131457,Passo Fundo,RS,loja,2025-10-02,7517.52,55002.8,Sim,
1597,Karina Barbosa,50839912620,karina.barbosa@empresa.com.br,,porto alegre,RS,loja,2024-09-28,11056.93,7420.31,Sim,
1226,Fabio Ferreira,71684111573,fabio.ferreira@empresa.com.br,(54) 97202-3979,,RS,Whatsapp,2025-04-09,6265.23,65389.75,Sim,
1177,JOAO PEREIRA,99367493282,joao.pereira@gmail.com,(54) 95493-6721,Santa Maria,RS,Whatsapp,2023-08-10,,80640.72,Sim,
1379,Heitor Pereira,53273274928,heitor.pereira@outlook.com,95688-2251,Passo Fundo,RS,Indicacao,2022-01-08,726.33,33424.83,Nao,
1596,Paulo Barbosa,08871501621,paulo.barbosa@gmail.com,,Ijui,RS,Telefone,2021-07-24,10509.97,19248.53,Sim,
1103,Heitor Martins,31951039245,heitor.martins@empresa.com.br,90566-0132,Santo Angelo,RS,Whatsapp,2021-12-07,3454.21,61743.26,Nao,
1081,MARINA OLIVEIRA,70052787001,marina.oliveira@empresa.com.br,54976398155,STO ANGELO,RS,Indicacao,2024-07-07,3565.01,65452.11,Nao,
1548,Renata Almeida,85006729193,renata.almeida@outlook.com,51974152883,porto alegre,RS,Indicacao,2025-01-23,10871.35,55374.79,Nao,
1383,Vinicius Santos,23971180947,vinicius.santos@outlook.com,,Passo Fundo,RS,loja,2025-01-03,983.81,19752.48,Nao,
1264,VINICIUS RODRIGUES,34257679131,vinicius.rodrigues@hotmail.com,11958797730,Ijui,RS,loja,2024-11-30,14295.6,66196.34,Nao,
1335,CARLA SANTOS,27851007489,carla.santos@hotmail.com,54 917234985 ramal 22,Santa Maria,RS,Indicacao,2023-03-22,4497.47,58864.69,Sim,
1227,Diego Costa,42329897270,diego.costa@outlook.com,,Santo Angelo,RS,Site,2021-02-19,14528.48,40572.77,Nao,
1301,Sergio Almeida,27644633463,sergio.almeida@outlook.com,,Santo Angelo,RS,Indicacao,2025-01-17,1445.34,67609.98,Sim,
1275,Elisa Rocha,05845020474,elisa.rocha@outlook.com,95712-9782,Santo Angelo,RS,Whatsapp,2023-09-29,10350.27,43068.53,Nao,
1426,Olivia Barbosa,96617850803,olivia.barbosa@empresa.com.br,,,RS,loja,2023-01-11,8214.55,64981.24,Sim,
1263,MARINA RODRIGUES,,marina.rodrigues@outlook.com,90115-9197,Santo Angelo,RS,Site,2021-09-10,9898.52,13435.42,Sim,
1560,Ana Ferreira,16022004517,ana.ferreira@empresa.com.br,51985395934,P. Alegre,RS,Site,2023-09-03,7328.07,51426.99,Nao,
1199,Nelson Costa,72058351371,nelson.costa@outlook.com,(54) 90490-7969,Sta. Maria,RS,Telefone,2025-02-11,6767.96,32554.02,Sim,
1253,Sergio Martins,,sergio.martins@gmail.com,,porto alegre,RS,Site,2022-06-17,13537.41,48539.02,Nao,
1171,SERGIO ALMEIDA,93925517124,sergio.almeida@gmail.com,51933314414,Sta. Maria,RS,Site,2021-02-25,3736.06,79051.01,Nao,
1237,Heitor Pereira,93136649585,heitor.pereira@outlook.com,51971358703,Passo Fundo,RS,Whatsapp,2021-02-15,11212.22,68379.11,Sim,
1139,Lucas Santos,03764764975,lucas.santos@outlook.com,55991998177,Santo Angelo,RS,Site,2025-07-16,5767.56,62631.42,Sim,
1303,Gabriela Rocha,98078653665,gabriela.rocha@outlook.com,(11) 98058-5879,P. Alegre,RS,Indicacao,2025-07-18,13293.69,21067.07,Sim,migrado 2019
1267,Karina Martins,14513930763,karina.martins@empresa.com.br,(54) 91421-7027,Passo Fundo,RS,Site,2025-10-24,,69658.52,Nao,
1322,SERGIO MARTINS,94787799424,,11963046405,P. Alegre,RS,loja,2021-08-16,14056.6,8519.93,Sim,
1568,ELISA PEREIRA,40738529730,elisa.pereira@hotmail.com,97803-4874,STO ANGELO,RS,Indicacao,2022-11-09,4670.21,11617.6,Sim,
1212,GABRIELA ALMEIDA,,,(55) 90560-4405,Santo Angelo,RS,Indicacao,2024-06-21,9961.27,82809.77,Sim,
1198,Marina Rocha,22862864413,marina.rocha@outlook.com,(54) 98320-1535,Santa Maria,RS,loja,2023-02-26,13851.97,79091.99,Nao,
1430,Olivia Silva,12373241371,olivia.silva@hotmail.com,,Santa Maria,RS,Whatsapp,2024-04-14,6051.54,52953.55,Sim,
1015,Isabel Santos,37761740931,isabel.santos@outlook.com,55 999207074 ramal 22,Passo Fundo,RS,Telefone,2024-08-08,10778.63,41930.78,Nao,
1163,Heitor Santos,63593608844,heitor.santos@empresa.com.br,90673-9929,Passo Fundo,RS,loja,2023-09-05,2016.75,67741.65,Nao,
1478,Karina Martins,01480078392,karina.martins@gmail.com,55975012271,Passo Fundo,RS,loja,2021-08-05,8550.16,76727.02,Sim,
1447,VINICIUS SOUZA,95845122897,,(11) 96403-4443,Santo Angelo,RS,Whatsapp,2025-11-30,12033.51,35928.37,Nao,
1342,Isabel Barbosa,37143307095,isabel.barbosa@gmail.com,(51) 93551-3815,Passo Fundo,RS,Site,2024-11-03,1056.12,47234.68,Nao,
1037,Carla Martins,61333100147,carla.martins@gmail.com,54 945564054 ramal 22,Passo Fundo,RS,Whatsapp,2024-10-19,9229.12,25888.39,Sim,
1206,Renata Barbosa,28452272762,renata.barbosa@empresa.com.br,55 983651859 ramal 22,Santa Maria,RS,Indicacao,2021-06-19,1912.77,28982.73,Nao,
1295,Lucas Santos,94851761741,lucas.santos@hotmail.com,(11) 96102-1365,Poa,RS,Whatsapp,2022-09-13,6443.47,21121.76,Nao,
1578,Ana Souza,69920941671,ana.souza@empresa.com.br,11996802318,Ijui,RS,loja,2024-02-12,6331.18,55045.71,Sim,
1073,Renata Silva,73084282384,renata.silva@gmail.com,(55) 96134-2277,Santa Maria,RS,Indicacao,2023-07-08,2429.98,62824.49,Sim,
1492,KARINA ALMEIDA,,karina.almeida@gmail.com,(11) 96492-6407,Ijui,RS,Whatsapp,2022-09-01,7696.84,61075.07,Sim,
1104,ANA FERREIRA,19130561592,ana.ferreira@empresa.com.br,(11) 92440-7926,Poa,RS,Indicacao,2023-02-17,14216.11,87161.4,Sim,
1365,Marina Santos,56213852604,marina.santos@empresa.com.br,97293-8394,Santo Angelo,RS,Indicacao,2022-07-10,3708.48,30006.01,Nao,
1016,JOAO SANTOS,71874633191,joao.santos@outlook.com,(54) 99841-5377,Ijui,RS,Whatsapp,2025-10-27,6378.58,37456.31,Nao,
1091,OLIVIA RODRIGUES,64665866266,,51939849633,Passo Fundo,RS,loja,2022-11-04,8598.53,39818.38,Nao,
1088,Heitor Martins,30404633535,heitor.martins@outlook.com,(11) 93927-4244,Ijui,RS,Site,2023-08-15,10400.21,40774.31,Nao,
1451,Lucas Rodrigues,26746868344,,(54) 97779-9064,Santo Angelo,RS,Telefone,2024-06-16,2269.45,11311.08,Sim,
1205,Lucas Martins,54328842918,lucas.martins@hotmail.com,92869-7205,Santa Maria,RS,loja,2022-04-02,1370.17,27393.17,Nao,
1102,Karina Ferreira,84534683238,karina.ferreira@gmail.com,51 979331224 ramal 22,Sta. Maria,RS,Indicacao,2024-12-31,4733.39,7589.34,Nao,
1238,Lucas Rocha,82515734780,,51992565183,Sta. Maria,RS,Indicacao,2022-11-06,8118.54,12700.04,Nao,
1401,Lucas Pereira,,,90547-1027,Sta. Maria,RS,Indicacao,2023-05-25,4639.07,60072.5,Nao,
1246,Vinicius Rodrigues,47606637675,vinicius.rodrigues@empresa.com.br,(54) 95484-2311,Santa Maria,RS,Indicacao,2023-05-27,10151.61,29160.02,Nao,
1157,DIEGO SOUZA,55345306661,diego.souza@gmail.com,54941687431,Ijui,RS,Site,2025-06-05,9045.08,11422.63,Sim,
1326,SERGIO ROCHA,64515118264,sergio.rocha@gmail.com,(55) 98379-3216,STO ANGELO,RS,Whatsapp,2024-05-03,4455.04,78644.19,Sim,
1133,Tatiana Oliveira,73917962039,tatiana.oliveira@empresa.com.br,98688-5003,Santa Maria,RS,Site,2021-06-20,10522.52,81164.17,Sim,
1452,ELISA SOUZA,27414151766,,(51) 99566-1388,Passo Fundo,RS,loja,2023-01-30,1873.53,62641.91,Sim,
1557,ELISA ALMEIDA,59184159049,elisa.almeida@outlook.com,55921958164,Santa Maria,RS,loja,2024-04-09,,3030.62,Nao,
1359,Joao Ferreira,77908770322,joao.ferreira@empresa.com.br,(51) 90515-1292,Passo Fundo,RS,loja,2024-09-03,7718.04,80471.32,Nao,
1018,Carla Silva,47082276544,carla.silva@outlook.com,(54) 94786-1221,Ijui,RS,Whatsapp,2023-05-23,14948.89,12563.65,Nao,
1121,Gabriela Souza,46129792463,gabriela.souza@gmail.com,(54) 94992-1916,Passo Fundo,RS,Indicacao,2021-09-07,5741.76,10157.64,Sim,
1149,Tatiana Rodrigues,19216419674,,,Ijui,RS,Whatsapp,2021-12-19,5106.6,62763.18,Sim,
1382,BRUNO BARBOSA,60842418745,bruno.barbosa@empresa.com.br,55992837119,Passo Fundo,RS,Site,2023-01-05,9015.79,67389.16,Nao,
1274,Elisa Rocha,94014550419,elisa.rocha@outlook.com,95336-9774,porto alegre,RS,Site,2021-08-23,,72195.98,Nao,
1507,Gabriela Almeida,,,96174-8939,Santa Maria,RS,Indicacao,2022-11-10,7146.89,82307.38,Sim,
1561,Ana Almeida,48022640007,,97014-5479,Santa Maria,RS,loja,2023-09-02,,58603.62,Nao,
1311,DIEGO SILVA,,diego.silva@empresa.com.br,,Passo Fundo,RS,Whatsapp,2021-04-29,4417.42,53380.82,Sim,
1441,MARINA RODRIGUES,32836185831,marina.rodrigues@outlook.com,(51) 90036-2093,,RS,loja,2021-09-17,1865.04,59221.2,Sim,
1523,Ana Almeida,80408560492,ana.almeida@empresa.com.br,51979139335,Santo Angelo,RS,Indicacao,2022-11-02,,58276.6,Sim,
1268,Ana Silva,92600439975,ana.silva@outlook.com,(51) 98089-3095,Ijui,RS,Whatsapp,2025-04-28,,40552.04,Nao,
1034,Olivia Santos,,olivia.santos@empresa.com.br,(51) 90080-6232,porto alegre,RS,Indicacao,2022-05-04,14143.35,17956.64,Sim,
1181,Diego Rocha,32323753577,diego.rocha@hotmail.com,92711-7007,Santo Angelo,RS,Site,2024-12-08,11806.67,21402.16,Nao,
1184,Elisa Pereira,02436389599,elisa.pereira@gmail.com,11952728450,P. Alegre,RS,loja,2021-08-17,12691.64,49303.56,Nao,
1207,DIEGO OLIVEIRA,50241555277,diego.oliveira@gmail.com,,Ijui,RS,Site,2021-06-15,1519.61,,Sim,
1388,FABIO SOUZA,58675226307,fabio.souza@empresa.com.br,(11) 96341-2968,Santa Maria,RS,Telefone,2024-03-30,6721.29,4403.61,Sim,
1094,SERGIO SOUZA,09248454347,,,porto alegre,RS,Whatsapp,2022-09-20,12256.98,34682.15,Nao,
1543,Tatiana Rodrigues,49722865227,tatiana.rodrigues@hotmail.com,11959675851,Santo Angelo,RS,loja,2021-08-11,3785.88,63567.28,Nao,
1477,Vinicius Rodrigues,16634352930,vinicius.rodrigues@gmail.com,(51) 95829-0345,porto alegre,RS,Indicacao,2025-07-13,13358.59,17141.28,Nao,
1353,ELISA MARTINS,31696916745,elisa.martins@empresa.com.br,(54) 94407-9244,Passo Fundo,RS,Whatsapp,2021-07-28,13985.42,51239.39,Sim,
1380,MARINA SOUZA,95084487108,marina.souza@hotmail.com,(55) 97460-9358,Passo Fundo,RS,Telefone,2025-02-05,,30594.59,Sim,
1122,OLIVIA OLIVEIRA,66271755306,olivia.oliveira@hotmail.com,(54) 95549-0311,Poa,RS,Telefone,2024-06-27,1162.01,75318.14,Sim,
1513,Elisa Silva,73376282183,,92407-5440,,RS,Indicacao,2024-11-12,12315.83,35253.38,Nao,
1364,DIEGO SANTOS,99108795863,diego.santos@hotmail.com,(11) 96863-8774,,RS,Indicacao,2023-04-05,7268.45,63325.51,Nao,
1078,Renata Barbosa,37129589658,renata.barbosa@empresa.com.br,(51) 93238-1341,porto alegre,RS,Site,2021-03-01,3785.04,10171.6,Nao,
1350,Karina Santos,40473946869,karina.santos@gmail.com,(54) 92836-5619,Ijui,RS,Whatsapp,2025-11-22,8972.68,28899.76,Sim,
1061,BRUNO BARBOSA,80914180630,bruno.barbosa@outlook.com,54910984179,Santo Angelo,RS,loja,2024-06-05,13335.26,51961.05,Nao,
1251,PAULO OLIVEIRA,18928074635,paulo.oliveira@gmail.com,11 920496248 ramal 22,Passo Fundo,RS,Telefone,2022-01-03,8395.66,9935.05,Sim,
1125,Diego Silva,,diego.silva@empresa.com.br,(54) 91751-3451,Ijui,RS,Site,2022-12-23,657.76,46319.28,Nao,
1480,Tatiana Pereira,35562345235,tatiana.pereira@gmail.com,(11) 95091-5858,Santa Maria,RS,Site,2025-03-09,,10775.49,Nao,
1347,NELSON RODRIGUES,29816305475,nelson.rodrigues@gmail.com,11932232446,Ijui,RS,loja,2021-12-04,5116.1,39731.86,Nao,
1520,Sergio Silva,32723530425,sergio.silva@gmail.com,,Poa,RS,Whatsapp,2023-08-26,8397.99,44905.9,Nao,
1575,Nelson Pereira,51891840480,,,Sta. Maria,RS,Whatsapp,2025-10-29,10364.57,45576.43,Nao,
1423,DIEGO FERREIRA,85175043552,diego.ferreira@outlook.com,55 970419834 ramal 22,Santo Angelo,RS,loja,2025-08-10,6532.42,53510.11,Sim,
